"Pais","Region","fecha","idEmail","TotalRecipients","bounce","SuccessfulRecipients","uniqueOpens","OpenRate","uniqueClicks","consideracion","satisfaccion","anio","mes","dia","nombreDia","mesNombre"
"Costa_Rica","Centro_América",2015-12-22,"EAuL12070kAcC69",65,24,41,30,0.73,19,2,8,2015,12,22,"Martes","Diciembre"
"Costa_Rica","Centro_América",2016-10-03,"EAuL12177vKbB310",76,28,48,34,0.71,26,2,3,2016,10,3,"Lunes","Octubre"
"El_Salvador","Centro_América",2016-03-11,"EAuL12154eHmM57",54,10,44,18,0.41,8,5,6,2016,3,11,"Viernes","Marzo"
"El_Salvador","Centro_América",2015-06-15,"EAuL11899pJmM23",69,17,52,23,0.44,28,4,9,2015,6,15,"Lunes","Junio"
"Costa_Rica","Centro_América",2015-04-06,"EAuL12123iTmM69",64,17,47,23,0.49,26,2,10,2015,4,6,"Lunes","Abril"
"Honduras","Centro_América",2015-03-31,"EAuL12028jEvV78",74,31,43,39,0.91,16,4,7,2015,3,31,"Martes","Marzo"
"Panamá","Centro_América",2016-10-15,"EAuL12066cZkK31",92,41,51,47,0.92,29,2,10,2016,10,15,"Sábado","Octubre"
"El_Salvador","Centro_América",2016-05-03,"EAuL11830iEpP75",57,19,38,25,0.66,11,3,7,2016,5,3,"Martes","Mayo"
"Panamá","Centro_América",2016-04-08,"EAuL12007oZjJ710",27,10,17,15,0.88,8,5,1,2016,4,8,"Viernes","Abril"
"Honduras","Centro_América",2016-03-26,"EAuL12035gFgG88",53,11,42,16,0.38,10,1,6,2016,3,26,"Sábado","Marzo"
"Costa_Rica","Centro_América",2015-12-06,"EAuL12032mUhH91",86,37,49,45,0.92,17,3,5,2015,12,6,"Domingo","Diciembre"
"Panamá","Centro_América",2016-01-26,"EAuL11894kYuU23",104,41,63,48,0.76,7,4,5,2016,1,26,"Martes","Enero"
"Costa_Rica","Centro_América",2015-03-04,"EAuL12014zLnN91",76,23,53,28,0.53,24,5,7,2015,3,4,"Miércoles","Marzo"
"Honduras","Centro_América",2016-12-18,"EAuL12001gRqQ32",79,25,54,33,0.61,5,2,4,2016,12,18,"Domingo","Diciembre"
"El_Salvador","Centro_América",2016-04-06,"EAuL12060wXqQ69",56,21,35,26,0.74,2,1,2,2016,4,6,"Miércoles","Abril"
"Costa_Rica","Centro_América",2015-09-16,"EAuL11963nRoO73",37,7,30,8,0.27,5,3,10,2015,9,16,"Miércoles","Septiembre"
"Costa_Rica","Centro_América",2015-08-15,"EAuL11964fScC23",73,18,55,25,0.45,25,3,3,2015,8,15,"Sábado","Agosto"
"Guatemala","Centro_América",2015-04-01,"EAuL12134gKgG82",45,7,38,14,0.37,25,3,8,2015,4,1,"Miércoles","Abril"
"Honduras","Centro_América",2015-02-04,"EAuL11796qKbB16",46,13,33,21,0.64,12,4,4,2015,2,4,"Miércoles","Febrero"
"Honduras","Centro_América",2015-05-18,"EAuL11913lSxX16",101,43,58,50,0.86,12,2,5,2015,5,18,"Lunes","Mayo"
"Guatemala","Centro_América",2016-07-30,"EAuL11956pVmM73",47,9,38,15,0.39,1,5,8,2016,7,30,"Sábado","Julio"
"Guatemala","Centro_América",2016-03-10,"EAuL12231oFmM102",52,9,43,17,0.4,29,1,3,2016,3,10,"Jueves","Marzo"
"Costa_Rica","Centro_América",2016-05-22,"EAuL11938xHgG62",61,27,34,33,0.97,23,1,2,2016,5,22,"Domingo","Mayo"
"Costa_Rica","Centro_América",2015-10-24,"EAuL12042pGbB25",93,42,51,48,0.94,23,4,1,2015,10,24,"Sábado","Octubre"
"Honduras","Centro_América",2015-02-23,"EAuL11917sNwW107",39,13,26,20,0.77,29,3,5,2015,2,23,"Lunes","Febrero"
"El_Salvador","Centro_América",2016-08-22,"EAuL11964uCdD410",111,39,72,46,0.64,30,2,4,2016,8,22,"Lunes","Agosto"
"Guatemala","Centro_América",2016-05-02,"EAuL12208uAuU710",45,18,27,25,0.93,2,2,4,2016,5,2,"Lunes","Mayo"
"Costa_Rica","Centro_América",2015-03-29,"EAuL11847pPyY49",49,9,40,17,0.42,9,5,2,2015,3,29,"Domingo","Marzo"
"Costa_Rica","Centro_América",2016-01-10,"EAuL12045aYsS44",37,13,24,21,0.88,14,2,7,2016,1,10,"Domingo","Enero"
"Panamá","Centro_América",2016-07-09,"EAuL11989eBlL16",54,23,31,28,0.9,15,1,9,2016,7,9,"Sábado","Julio"
"El_Salvador","Centro_América",2016-11-11,"EAuL12058mBvV79",102,40,62,46,0.74,29,5,6,2016,11,11,"Viernes","Noviembre"
"Honduras","Centro_América",2015-08-16,"EAuL11942jStT56",108,38,70,45,0.64,23,3,5,2015,8,16,"Domingo","Agosto"
"Guatemala","Centro_América",2015-01-08,"EAuL12014vZuU79",50,7,43,13,0.3,10,2,1,2015,1,8,"Jueves","Enero"
"Panamá","Centro_América",2016-10-25,"EAuL11866aKgG109",99,41,58,48,0.83,23,4,7,2016,10,25,"Martes","Octubre"
"Costa_Rica","Centro_América",2016-03-21,"EAuL12063oMpP97",95,43,52,50,0.96,24,1,1,2016,3,21,"Lunes","Marzo"
"Panamá","Centro_América",2015-05-27,"EAuL12047xJjJ97",65,29,36,35,0.97,1,2,10,2015,5,27,"Miércoles","Mayo"
"Costa_Rica","Centro_América",2015-04-16,"EAuL11722lZxX88",96,34,62,41,0.66,3,1,1,2015,4,16,"Jueves","Abril"
"Costa_Rica","Centro_América",2016-01-02,"EAuL11885gEaA53",61,20,41,27,0.66,27,5,7,2016,1,2,"Sábado","Enero"
"Costa_Rica","Centro_América",2016-05-31,"EAuL11973uVfF410",91,32,59,37,0.63,27,1,1,2016,5,31,"Martes","Mayo"
"El_Salvador","Centro_América",2016-04-26,"EAuL11869vWfF104",58,14,44,19,0.43,16,2,4,2016,4,26,"Martes","Abril"
"El_Salvador","Centro_América",2015-11-28,"EAuL11806zMoO63",43,8,35,9,0.26,17,3,4,2015,11,28,"Sábado","Noviembre"
"Panamá","Centro_América",2015-03-27,"EAuL12053zAgG51",101,42,59,50,0.85,10,3,9,2015,3,27,"Viernes","Marzo"
"El_Salvador","Centro_América",2016-11-28,"EAuL11839iVqQ77",45,9,36,17,0.47,18,3,2,2016,11,28,"Lunes","Noviembre"
"Panamá","Centro_América",2015-05-17,"EAuL11939gIjJ62",83,29,54,34,0.63,13,2,10,2015,5,17,"Domingo","Mayo"
"Costa_Rica","Centro_América",2016-01-27,"EAuL12009oIcC1010",60,16,44,24,0.55,2,3,7,2016,1,27,"Miércoles","Enero"
"Honduras","Centro_América",2015-07-16,"EAuL12048aGvV110",72,32,40,39,0.98,15,4,4,2015,7,16,"Jueves","Julio"
"El_Salvador","Centro_América",2015-03-06,"EAuL12098mVjJ95",24,5,19,6,0.32,16,5,9,2015,3,6,"Viernes","Marzo"
"Costa_Rica","Centro_América",2015-07-19,"EAuL11894yXmM34",63,21,42,26,0.62,7,4,4,2015,7,19,"Domingo","Julio"
"El_Salvador","Centro_América",2016-06-09,"EAuL11990iUgG88",31,5,26,6,0.23,16,2,5,2016,6,9,"Jueves","Junio"
"Honduras","Centro_América",2016-10-13,"EAuL11918vIhH910",120,45,75,50,0.67,1,5,5,2016,10,13,"Jueves","Octubre"
"Honduras","Centro_América",2016-05-17,"EAuL12040pPwW16",101,34,67,41,0.61,20,5,4,2016,5,17,"Martes","Mayo"
"Panamá","Centro_América",2015-03-08,"EAuL11961yIhH18",57,16,41,24,0.59,18,4,2,2015,3,8,"Domingo","Marzo"
"El_Salvador","Centro_América",2015-10-23,"EAuL11851bEzZ72",60,15,45,22,0.49,4,4,1,2015,10,23,"Viernes","Octubre"
"Honduras","Centro_América",2015-02-05,"EAuL11931kOvV57",86,26,60,31,0.52,18,4,7,2015,2,5,"Jueves","Febrero"
"Guatemala","Centro_América",2015-09-25,"EAuL12064aPmM77",18,3,15,5,0.33,27,1,6,2015,9,25,"Viernes","Septiembre"
"El_Salvador","Centro_América",2016-05-01,"EAuL11988wZtT19",83,28,55,33,0.6,14,1,6,2016,5,1,"Domingo","Mayo"
"Panamá","Centro_América",2016-09-17,"EAuL12025bDkK57",77,22,55,28,0.51,17,5,9,2016,9,17,"Sábado","Septiembre"
"El_Salvador","Centro_América",2015-06-12,"EAuL11852mLkK86",96,32,64,40,0.62,29,1,4,2015,6,12,"Viernes","Junio"
"Guatemala","Centro_América",2016-01-14,"EAuL11991gTtT41",44,10,34,18,0.53,3,2,2,2016,1,14,"Jueves","Enero"
"El_Salvador","Centro_América",2015-08-16,"EAuL12022uNrR98",44,16,28,21,0.75,30,4,1,2015,8,16,"Domingo","Agosto"
"El_Salvador","Centro_América",2015-01-17,"EAuL12051xDdD16",99,37,62,44,0.71,11,1,7,2015,1,17,"Sábado","Enero"
"Costa_Rica","Centro_América",2015-03-01,"EAuL11988zQtT410",64,16,48,23,0.48,25,5,5,2015,3,1,"Domingo","Marzo"
"Guatemala","Centro_América",2016-03-11,"EAuL12127uYfF46",104,43,61,49,0.8,2,2,4,2016,3,11,"Viernes","Marzo"
"El_Salvador","Centro_América",2016-11-19,"EAuL11962bXuU16",46,6,40,13,0.32,8,2,9,2016,11,19,"Sábado","Noviembre"
"Honduras","Centro_América",2015-09-25,"EAuL12215hNxX26",45,12,33,20,0.61,8,2,1,2015,9,25,"Viernes","Septiembre"
"El_Salvador","Centro_América",2015-10-14,"EAuL11992cTkK83",31,8,23,10,0.43,12,5,1,2015,10,14,"Miércoles","Octubre"
"Panamá","Centro_América",2015-04-18,"EAuL12008oEsS96",30,3,27,5,0.19,7,2,8,2015,4,18,"Sábado","Abril"
"Costa_Rica","Centro_América",2016-09-29,"EAuL11902pGmM21",68,26,42,33,0.79,30,5,6,2016,9,29,"Jueves","Septiembre"
"Costa_Rica","Centro_América",2015-07-20,"EAuL12215oGyY610",30,9,21,14,0.67,12,1,3,2015,7,20,"Lunes","Julio"
"Panamá","Centro_América",2015-10-01,"EAuL12054zUeE32",66,28,38,34,0.89,6,3,3,2015,10,1,"Jueves","Octubre"
"Guatemala","Centro_América",2016-05-29,"EAuL11981vFyY99",56,25,31,30,0.97,17,3,8,2016,5,29,"Domingo","Mayo"
"Costa_Rica","Centro_América",2015-11-06,"EAuL11851tWiI94",52,8,44,15,0.34,27,2,6,2015,11,6,"Viernes","Noviembre"
"Guatemala","Centro_América",2015-01-24,"EAuL12060xViI79",66,21,45,29,0.64,5,2,10,2015,1,24,"Sábado","Enero"
"Honduras","Centro_América",2015-06-13,"EAuL12035mVkK58",26,5,21,7,0.33,15,5,7,2015,6,13,"Sábado","Junio"
"Honduras","Centro_América",2015-05-04,"EAuL12185mHeE32",38,13,25,19,0.76,19,2,7,2015,5,4,"Lunes","Mayo"
"El_Salvador","Centro_América",2015-03-15,"EAuL11960oQuU25",75,27,48,33,0.69,4,1,1,2015,3,15,"Domingo","Marzo"
"Honduras","Centro_América",2015-01-15,"EAuL11998rZeE82",63,18,45,23,0.51,8,1,3,2015,1,15,"Jueves","Enero"
"Costa_Rica","Centro_América",2016-07-19,"EAuL11900aKiI86",37,6,31,12,0.39,13,1,9,2016,7,19,"Martes","Julio"
"Guatemala","Centro_América",2015-08-23,"EAuL11924hBzZ107",38,13,25,18,0.72,13,2,7,2015,8,23,"Domingo","Agosto"
"Costa_Rica","Centro_América",2016-09-13,"EAuL12075yAoO58",20,8,12,9,0.75,28,5,10,2016,9,13,"Martes","Septiembre"
"Guatemala","Centro_América",2016-07-06,"EAuL11909nOcC54",97,43,54,48,0.89,25,5,5,2016,7,6,"Miércoles","Julio"
"Guatemala","Centro_América",2016-02-25,"EAuL12085yDfF21",23,6,17,13,0.76,29,5,1,2016,2,25,"Jueves","Febrero"
"Costa_Rica","Centro_América",2016-05-28,"EAuL11967zXiI17",36,10,26,16,0.62,26,2,4,2016,5,28,"Sábado","Mayo"
"Costa_Rica","Centro_América",2016-04-15,"EAuL11892dTrR58",83,34,49,40,0.82,5,4,5,2016,4,15,"Viernes","Abril"
"Guatemala","Centro_América",2016-12-12,"EAuL11815sVoO82",82,24,58,31,0.53,17,5,5,2016,12,12,"Lunes","Diciembre"
"Costa_Rica","Centro_América",2016-01-28,"EAuL12021cFkK103",100,31,69,39,0.57,10,4,9,2016,1,28,"Jueves","Enero"
"Honduras","Centro_América",2016-05-25,"EAuL11910pWhH101",83,31,52,38,0.73,14,3,8,2016,5,25,"Miércoles","Mayo"
"Costa_Rica","Centro_América",2016-07-25,"EAuL12058bWpP81",83,29,54,36,0.67,30,4,5,2016,7,25,"Lunes","Julio"
"Guatemala","Centro_América",2016-11-13,"EAuL12016dWdD96",102,33,69,41,0.59,27,5,10,2016,11,13,"Domingo","Noviembre"
"Honduras","Centro_América",2016-08-26,"EAuL11984vOcC63",94,30,64,36,0.56,11,3,4,2016,8,26,"Viernes","Agosto"
"El_Salvador","Centro_América",2015-09-30,"EAuL12050rWtT108",66,15,51,21,0.41,3,3,3,2015,9,30,"Miércoles","Septiembre"
"Honduras","Centro_América",2015-10-21,"EAuL11906tCdD14",52,10,42,18,0.43,29,2,8,2015,10,21,"Miércoles","Octubre"
"Panamá","Centro_América",2016-03-09,"EAuL11939xVjJ91",78,24,54,31,0.57,14,5,4,2016,3,9,"Miércoles","Marzo"
"Guatemala","Centro_América",2015-11-17,"EAuL12039bNbB48",107,37,70,42,0.6,26,4,9,2015,11,17,"Martes","Noviembre"
"Costa_Rica","Centro_América",2016-11-18,"EAuL12120yJyY104",72,24,48,31,0.65,22,5,1,2016,11,18,"Viernes","Noviembre"
"El_Salvador","Centro_América",2016-11-27,"EAuL12040qQwW79",86,24,62,32,0.52,2,3,8,2016,11,27,"Domingo","Noviembre"
"El_Salvador","Centro_América",2016-11-28,"EAuL11966eOqQ109",87,29,58,35,0.6,13,3,7,2016,11,28,"Lunes","Noviembre"
"Costa_Rica","Centro_América",2015-08-01,"EAuL11940xBzZ25",104,35,69,41,0.59,15,1,3,2015,8,1,"Sábado","Agosto"
"Honduras","Centro_América",2015-08-12,"EAuL12098tTgG85",46,5,41,11,0.27,30,1,5,2015,8,12,"Miércoles","Agosto"
"Guatemala","Centro_América",2016-02-08,"EAuL11906sWaA11",78,34,44,40,0.91,11,4,4,2016,2,8,"Lunes","Febrero"
"Guatemala","Centro_América",2015-08-17,"EAuL12087nXjJ710",75,28,47,33,0.7,4,1,10,2015,8,17,"Lunes","Agosto"
"El_Salvador","Centro_América",2016-08-28,"EAuL12138sMtT86",44,12,32,18,0.56,17,4,3,2016,8,28,"Domingo","Agosto"
"El_Salvador","Centro_América",2015-06-13,"EAuL12132tUpP109",44,17,27,23,0.85,12,5,5,2015,6,13,"Sábado","Junio"
"Panamá","Centro_América",2015-09-25,"EAuL12129yNkK43",109,37,72,43,0.6,10,1,10,2015,9,25,"Viernes","Septiembre"
"Guatemala","Centro_América",2016-11-22,"EAuL11817xMvV46",100,40,60,48,0.8,12,3,10,2016,11,22,"Martes","Noviembre"
"Costa_Rica","Centro_América",2015-11-23,"EAuL12033tUsS28",71,25,46,31,0.67,20,3,2,2015,11,23,"Lunes","Noviembre"
"Guatemala","Centro_América",2015-10-05,"EAuL12016jDbB910",84,39,45,44,0.98,27,3,3,2015,10,5,"Lunes","Octubre"
"El_Salvador","Centro_América",2015-07-03,"EAuL11900oDmM64",74,29,45,37,0.82,17,5,10,2015,7,3,"Viernes","Julio"
"Honduras","Centro_América",2016-10-19,"EAuL12015nMtT66",45,17,28,22,0.79,20,5,8,2016,10,19,"Miércoles","Octubre"
"Panamá","Centro_América",2015-11-20,"EAuL11930pGsS49",117,43,74,50,0.68,5,1,5,2015,11,20,"Viernes","Noviembre"
"Honduras","Centro_América",2015-11-22,"EAuL11803nDrR97",95,42,53,50,0.94,24,2,2,2015,11,22,"Domingo","Noviembre"
"Costa_Rica","Centro_América",2016-09-22,"EAuL11994fSjJ32",97,34,63,40,0.63,10,5,2,2016,9,22,"Jueves","Septiembre"
"El_Salvador","Centro_América",2015-03-06,"EAuL11988hFmM95",44,14,30,21,0.7,4,3,2,2015,3,6,"Viernes","Marzo"
"Honduras","Centro_América",2015-01-19,"EAuL12118yIoO38",96,33,63,39,0.62,5,3,5,2015,1,19,"Lunes","Enero"
"Honduras","Centro_América",2016-04-06,"EAuL11978cAtT98",26,6,20,8,0.4,24,1,7,2016,4,6,"Miércoles","Abril"
"El_Salvador","Centro_América",2016-12-20,"EAuL12009lFuU58",72,21,51,26,0.51,26,3,1,2016,12,20,"Martes","Diciembre"
"Costa_Rica","Centro_América",2016-10-31,"EAuL12036vKmM67",62,24,38,29,0.76,24,5,1,2016,10,31,"Lunes","Octubre"
"Honduras","Centro_América",2015-07-04,"EAuL11984qGsS99",78,29,49,36,0.73,15,5,2,2015,7,4,"Sábado","Julio"
"Honduras","Centro_América",2015-05-08,"EAuL12195eGgG35",41,8,33,9,0.27,12,4,8,2015,5,8,"Viernes","Mayo"
"Panamá","Centro_América",2016-06-06,"EAuL12073fAjJ22",77,24,53,31,0.58,2,1,7,2016,6,6,"Lunes","Junio"
"Honduras","Centro_América",2015-05-29,"EAuL11918gVcC110",96,43,53,49,0.92,17,3,6,2015,5,29,"Viernes","Mayo"
"El_Salvador","Centro_América",2015-02-07,"EAuL12136wZfF210",85,33,52,40,0.77,18,4,2,2015,2,7,"Sábado","Febrero"
"Guatemala","Centro_América",2016-03-21,"EAuL12051uFpP68",33,9,24,16,0.67,10,4,3,2016,3,21,"Lunes","Marzo"
"Guatemala","Centro_América",2015-12-02,"EAuL12006gOnN108",19,4,15,6,0.4,1,5,10,2015,12,2,"Miércoles","Diciembre"
"Costa_Rica","Centro_América",2016-11-06,"EAuL11891oXtT65",27,5,22,7,0.32,30,3,1,2016,11,6,"Domingo","Noviembre"
"Costa_Rica","Centro_América",2015-03-30,"EAuL11778lAiI23",102,40,62,45,0.73,20,3,3,2015,3,30,"Lunes","Marzo"
"Panamá","Centro_América",2016-06-22,"EAuL11969eJgG72",76,21,55,29,0.53,6,5,8,2016,6,22,"Miércoles","Junio"
"Costa_Rica","Centro_América",2015-04-04,"EAuL12149jGfF82",98,41,57,48,0.84,5,1,10,2015,4,4,"Sábado","Abril"
"Guatemala","Centro_América",2015-06-11,"EAuL12013kDcC28",106,40,66,48,0.73,16,3,7,2015,6,11,"Jueves","Junio"
"Guatemala","Centro_América",2015-08-29,"EAuL11962xCsS66",35,13,22,21,0.95,23,5,10,2015,8,29,"Sábado","Agosto"
"Costa_Rica","Centro_América",2015-12-26,"EAuL11873vKmM107",102,38,64,45,0.7,11,5,4,2015,12,26,"Sábado","Diciembre"
"El_Salvador","Centro_América",2015-10-20,"EAuL11945uLtT910",89,35,54,40,0.74,18,5,5,2015,10,20,"Martes","Octubre"
"Honduras","Centro_América",2015-02-27,"EAuL11901rSkK93",48,15,33,22,0.67,8,1,2,2015,2,27,"Viernes","Febrero"
"El_Salvador","Centro_América",2016-05-07,"EAuL12197tXmM27",55,21,34,28,0.82,6,2,4,2016,5,7,"Sábado","Mayo"
"Costa_Rica","Centro_América",2015-02-07,"EAuL12135aWgG71",31,12,19,17,0.89,26,2,2,2015,2,7,"Sábado","Febrero"
"Costa_Rica","Centro_América",2015-03-11,"EAuL12123xIhH84",70,30,40,36,0.9,26,3,8,2015,3,11,"Miércoles","Marzo"
"Costa_Rica","Centro_América",2015-05-20,"EAuL11967nBsS104",24,5,19,6,0.32,17,2,2,2015,5,20,"Miércoles","Mayo"
"Costa_Rica","Centro_América",2016-09-15,"EAuL12003gOjJ98",102,36,66,43,0.65,4,5,1,2016,9,15,"Jueves","Septiembre"
"Costa_Rica","Centro_América",2016-01-04,"EAuL12104oVjJ64",54,15,39,22,0.56,26,5,7,2016,1,4,"Lunes","Enero"
"Guatemala","Centro_América",2016-04-07,"EAuL11910yEeE105",58,14,44,22,0.5,9,3,7,2016,4,7,"Jueves","Abril"
"El_Salvador","Centro_América",2016-03-21,"EAuL11916eAiI101",100,41,59,49,0.83,27,1,1,2016,3,21,"Lunes","Marzo"
"Costa_Rica","Centro_América",2016-12-04,"EAuL12140yVaA75",65,24,41,31,0.76,21,1,4,2016,12,4,"Domingo","Diciembre"
"Guatemala","Centro_América",2015-01-22,"EAuL12061fExX39",72,25,47,31,0.66,30,1,1,2015,1,22,"Jueves","Enero"
"Panamá","Centro_América",2016-10-30,"EAuL11893tLwW31",71,27,44,35,0.8,18,1,10,2016,10,30,"Domingo","Octubre"
"Costa_Rica","Centro_América",2015-04-06,"EAuL11912gIcC51",34,11,23,17,0.74,5,2,5,2015,4,6,"Lunes","Abril"
"Honduras","Centro_América",2015-08-30,"EAuL11983bIqQ89",50,6,44,14,0.32,22,3,3,2015,8,30,"Domingo","Agosto"
"Guatemala","Centro_América",2016-05-10,"EAuL11927oSbB104",71,18,53,24,0.45,16,3,8,2016,5,10,"Martes","Mayo"
"Honduras","Centro_América",2016-07-11,"EAuL12089xMxX39",39,15,24,21,0.88,7,1,1,2016,7,11,"Lunes","Julio"
"Panamá","Centro_América",2016-05-02,"EAuL11999vLbB58",48,8,40,16,0.4,17,5,6,2016,5,2,"Lunes","Mayo"
"Honduras","Centro_América",2016-04-05,"EAuL11904oCsS97",43,10,33,15,0.45,25,1,6,2016,4,5,"Martes","Abril"
"Costa_Rica","Centro_América",2016-02-20,"EAuL12002wChH106",54,12,42,19,0.45,22,4,6,2016,2,20,"Sábado","Febrero"
"Honduras","Centro_América",2016-10-19,"EAuL11936aAzZ13",91,30,61,36,0.59,22,1,7,2016,10,19,"Miércoles","Octubre"
"Guatemala","Centro_América",2015-04-22,"EAuL12028nSpP13",64,19,45,25,0.56,20,2,6,2015,4,22,"Miércoles","Abril"
"Honduras","Centro_América",2016-12-28,"EAuL11950uYmM57",58,23,35,30,0.86,21,2,5,2016,12,28,"Miércoles","Diciembre"
"Guatemala","Centro_América",2016-05-09,"EAuL12046gDtT82",84,33,51,41,0.8,23,1,4,2016,5,9,"Lunes","Mayo"
"Honduras","Centro_América",2015-11-24,"EAuL11865jEnN27",80,35,45,42,0.93,11,2,8,2015,11,24,"Martes","Noviembre"
"El_Salvador","Centro_América",2015-02-21,"EAuL11949uYuU62",46,8,38,10,0.26,11,2,1,2015,2,21,"Sábado","Febrero"
"Panamá","Centro_América",2015-02-01,"EAuL12000zJzZ53",94,30,64,38,0.59,14,3,7,2015,2,1,"Domingo","Febrero"
"Honduras","Centro_América",2016-02-18,"EAuL11747fBdD105",67,16,51,21,0.41,5,1,5,2016,2,18,"Jueves","Febrero"
"Honduras","Centro_América",2016-10-28,"EAuL12035eNyY310",26,3,23,5,0.22,4,5,3,2016,10,28,"Viernes","Octubre"
"Panamá","Centro_América",2016-08-06,"EAuL11844uLvV79",90,28,62,36,0.58,23,5,3,2016,8,6,"Sábado","Agosto"
"Honduras","Centro_América",2016-01-14,"EAuL11892sKqQ33",56,17,39,24,0.62,22,1,7,2016,1,14,"Jueves","Enero"
"Costa_Rica","Centro_América",2016-09-10,"EAuL11957pSyY110",110,37,73,45,0.62,20,5,7,2016,9,10,"Sábado","Septiembre"
"Honduras","Centro_América",2016-09-01,"EAuL12187xYvV47",95,30,65,38,0.58,23,2,2,2016,9,1,"Jueves","Septiembre"
"Costa_Rica","Centro_América",2016-01-29,"EAuL12128pKtT210",39,9,30,15,0.5,22,5,8,2016,1,29,"Viernes","Enero"
"Guatemala","Centro_América",2016-11-22,"EAuL11956sFkK84",62,13,49,19,0.39,26,2,9,2016,11,22,"Martes","Noviembre"
"Guatemala","Centro_América",2015-08-07,"EAuL11983dAaA29",94,36,58,44,0.76,28,5,6,2015,8,7,"Viernes","Agosto"
"El_Salvador","Centro_América",2015-06-04,"EAuL12061kGqQ33",76,28,48,36,0.75,27,4,7,2015,6,4,"Jueves","Junio"
"Panamá","Centro_América",2016-07-23,"EAuL12071wYvV25",51,15,36,20,0.56,15,1,1,2016,7,23,"Sábado","Julio"
"Panamá","Centro_América",2015-04-22,"EAuL11864aBlL43",23,6,17,12,0.71,8,4,1,2015,4,22,"Miércoles","Abril"
"Panamá","Centro_América",2016-03-19,"EAuL12010eFmM85",53,12,41,17,0.41,19,5,8,2016,3,19,"Sábado","Marzo"
"Guatemala","Centro_América",2016-10-05,"EAuL12115oMbB48",30,8,22,9,0.41,6,4,1,2016,10,5,"Miércoles","Octubre"
"Guatemala","Centro_América",2015-06-25,"EAuL12091hWsS81",30,8,22,10,0.45,17,5,9,2015,6,25,"Jueves","Junio"
"Panamá","Centro_América",2015-02-28,"EAuL11882aIjJ105",111,41,70,49,0.7,15,5,2,2015,2,28,"Sábado","Febrero"
"Honduras","Centro_América",2016-04-24,"EAuL12044jTqQ26",44,6,38,13,0.34,22,4,8,2016,4,24,"Domingo","Abril"
"El_Salvador","Centro_América",2015-02-01,"EAuL12057tLnN38",39,8,31,13,0.42,27,5,10,2015,2,1,"Domingo","Febrero"
"Guatemala","Centro_América",2016-05-02,"EAuL12013wHvV102",101,41,60,46,0.77,16,3,6,2016,5,2,"Lunes","Mayo"
"Panamá","Centro_América",2016-07-06,"EAuL12027oNzZ49",28,8,20,13,0.65,9,1,5,2016,7,6,"Miércoles","Julio"
"Panamá","Centro_América",2015-11-20,"EAuL12084nWtT51",27,7,20,8,0.4,11,2,6,2015,11,20,"Viernes","Noviembre"
"Panamá","Centro_América",2016-09-21,"EAuL12041tXsS66",67,18,49,26,0.53,14,5,3,2016,9,21,"Miércoles","Septiembre"
"Guatemala","Centro_América",2016-02-02,"EAuL12003lOoO19",65,27,38,33,0.87,14,3,1,2016,2,2,"Martes","Febrero"
"El_Salvador","Centro_América",2015-12-23,"EAuL11852wKpP79",89,33,56,40,0.71,28,4,8,2015,12,23,"Miércoles","Diciembre"
"Guatemala","Centro_América",2016-12-15,"EAuL12058qNkK85",43,9,34,15,0.44,14,3,7,2016,12,15,"Jueves","Diciembre"
"Guatemala","Centro_América",2015-04-29,"EAuL12143uAwW710",45,11,34,19,0.56,12,2,7,2015,4,29,"Miércoles","Abril"
"El_Salvador","Centro_América",2016-05-04,"EAuL12162lLhH36",52,22,30,27,0.9,8,5,7,2016,5,4,"Miércoles","Mayo"
"Costa_Rica","Centro_América",2015-07-04,"EAuL11937wRvV68",59,13,46,21,0.46,25,2,9,2015,7,4,"Sábado","Julio"
"Panamá","Centro_América",2015-10-15,"EAuL11988rAeE104",81,22,59,30,0.51,11,5,4,2015,10,15,"Jueves","Octubre"
"Guatemala","Centro_América",2016-09-05,"EAuL11921cOgG54",51,12,39,19,0.49,20,2,10,2016,9,5,"Lunes","Septiembre"
"Costa_Rica","Centro_América",2015-01-17,"EAuL11844nYfF107",90,29,61,36,0.59,29,1,7,2015,1,17,"Sábado","Enero"
"Guatemala","Centro_América",2015-04-28,"EAuL12197rHmM51",90,30,60,37,0.62,24,3,9,2015,4,28,"Martes","Abril"
"El_Salvador","Centro_América",2016-05-24,"EAuL12100jFgG19",70,26,44,34,0.77,14,5,6,2016,5,24,"Martes","Mayo"
"Costa_Rica","Centro_América",2016-03-06,"EAuL12031dQlL810",29,5,24,7,0.29,24,4,7,2016,3,6,"Domingo","Marzo"
"Panamá","Centro_América",2016-05-22,"EAuL12014cKgG59",78,24,54,32,0.59,18,4,7,2016,5,22,"Domingo","Mayo"
"Honduras","Centro_América",2016-03-31,"EAuL11843sXoO101",43,12,31,17,0.55,12,3,4,2016,3,31,"Jueves","Marzo"
"Honduras","Centro_América",2015-02-06,"EAuL11968mLdD101",14,6,8,7,0.88,22,1,2,2015,2,6,"Viernes","Febrero"
"Costa_Rica","Centro_América",2016-12-31,"EAuL11983aQuU81",46,15,31,20,0.65,15,5,7,2016,12,31,"Sábado","Diciembre"
"Costa_Rica","Centro_América",2016-06-07,"EAuL11938bToO67",53,22,31,27,0.87,23,3,1,2016,6,7,"Martes","Junio"
